audit_id,supplier_id,audit_date,standard,clause,finding_type,severity,description,corrective_action_required,corrective_action_description,due_date,closure_date,status
AUD-00141,SPLR-100,7/18/2024,IATF 16949,5.3,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,10/2/2024,10/12/2024,Closed
AUD-00142,SPLR-035,11/15/2022,ISO 9001:2015,10.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,1/27/2023,1/22/2023,Closed
AUD-00143,SPLR-015,9/21/2024,IATF 16949,8.2,Observation,Major,Supplier evaluation process missing risk assessment steps.,Yes,Conduct training sessions and maintain attendance logs.,12/8/2024,12/30/2024,Closed
AUD-00144,SPLR-006,8/16/2022,IATF 16949,10.1,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Expand audit scope and ensure full coverage.,10/27/2022,11/5/2022,Closed
AUD-00145,SPLR-098,4/23/2022,ISO 9001:2015,5.2,Observation,Major,Supplier evaluation process missing risk assessment steps.,Yes,Conduct training sessions and maintain attendance logs.,7/11/2022,7/9/2022,Closed
AUD-00146,SPLR-049,11/3/2023,ISO 9001:2015,4.1,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Enhance traceability documentation for all lot numbers.,12/14/2023,12/12/2023,Closed
AUD-00147,SPLR-041,5/28/2022,IATF 16949,4.2,Observation,Major,Traceability records incomplete for critical components.,Yes,Revise and train staff on procedure adherence.,7/26/2022,7/20/2022,Closed
AUD-00148,SPLR-080,5/5/2024,IATF 16949,5.1,Observation,Major,Traceability records incomplete for critical components.,Yes,Revise and train staff on procedure adherence.,6/24/2024,6/24/2024,Closed
AUD-00149,SPLR-068,6/30/2022,IATF 16949,5.1,Non-conformance,Major,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,9/5/2022,9/20/2022,Closed
AUD-00150,SPLR-082,9/28/2023,IATF 16949,6.2,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Implement formal non-conformance containment measures.,11/1/2023,11/23/2023,Closed
AUD-00151,SPLR-033,12/17/2023,IATF 16949,10.3,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Conduct training sessions and maintain attendance logs.,1/22/2024,1/21/2024,Closed
AUD-00152,SPLR-098,11/10/2022,ISO 9001:2015,5.1,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Define and communicate complaint handling procedure.,1/27/2023,2/22/2023,Closed
AUD-00153,SPLR-039,10/10/2023,ISO 9001:2015,7.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Define and communicate complaint handling procedure.,12/7/2023,1/6/2024,Closed
AUD-00154,SPLR-048,12/22/2023,ISO 9001:2015,6.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Define and communicate complaint handling procedure.,1/23/2024,1/16/2024,Closed
AUD-00155,SPLR-058,7/4/2022,IATF 16949,8.3,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Expand audit scope and ensure full coverage.,9/22/2022,9/14/2022,Closed
AUD-00156,SPLR-092,9/1/2024,ISO 9001:2015,4.1,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,11/21/2024,12/2/2024,Closed
AUD-00157,SPLR-079,3/22/2022,ISO 9001:2015,9.2,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Define and communicate complaint handling procedure.,5/24/2022,6/16/2022,Closed
AUD-00158,SPLR-007,2/3/2024,IATF 16949,8.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,4/16/2024,5/14/2024,Closed
AUD-00159,SPLR-020,11/7/2023,ISO 9001:2015,8.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Integrate risk assessment into supplier evaluation template.,12/23/2023,1/20/2024,Closed
AUD-00160,SPLR-091,4/8/2025,ISO 9001:2015,6.2,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Enhance traceability documentation for all lot numbers.,5/16/2025,6/13/2025,Open
AUD-00161,SPLR-012,2/18/2025,IATF 16949,10.3,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Implement formal non-conformance containment measures.,5/1/2025,5/24/2025,Open
AUD-00162,SPLR-025,2/7/2022,IATF 16949,7.1,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Conduct training sessions and maintain attendance logs.,3/30/2022,4/20/2022,Closed
AUD-00163,SPLR-095,11/14/2022,ISO 9001:2015,6.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Expand audit scope and ensure full coverage.,2/1/2023,2/25/2023,Closed
AUD-00164,SPLR-022,9/26/2022,IATF 16949,5.2,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Implement formal non-conformance containment measures.,12/18/2022,1/16/2023,Closed
AUD-00165,SPLR-030,4/21/2024,IATF 16949,6.2,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Document action items and track their closure status.,6/8/2024,6/26/2024,Closed
AUD-00166,SPLR-100,8/18/2024,ISO 9001:2015,6.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Define and communicate complaint handling procedure.,10/16/2024,10/24/2024,Closed
AUD-00167,SPLR-007,11/28/2022,ISO 9001:2015,10.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Implement formal non-conformance containment measures.,2/21/2023,2/27/2023,Closed
AUD-00168,SPLR-098,2/9/2025,ISO 9001:2015,9.2,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Update calibration records and schedule preventive calibration.,3/29/2025,3/24/2025,Closed
AUD-00169,SPLR-058,7/9/2024,ISO 9001:2015,10.2,Observation,Minor,Traceability records incomplete for critical components.,Yes,Update calibration records and schedule preventive calibration.,10/7/2024,10/11/2024,Closed
AUD-00170,SPLR-011,4/29/2024,ISO 9001:2015,7.1,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Develop and follow a strict maintenance timetable.,6/13/2024,6/27/2024,Closed
AUD-00171,SPLR-037,2/27/2022,IATF 16949,5.1,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Implement formal non-conformance containment measures.,4/6/2022,3/29/2022,Closed
AUD-00172,SPLR-028,8/18/2024,IATF 16949,10.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Update calibration records and schedule preventive calibration.,9/18/2024,9/24/2024,Closed
AUD-00173,SPLR-054,8/16/2022,IATF 16949,6.2,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Update calibration records and schedule preventive calibration.,9/18/2022,9/23/2022,Closed
AUD-00174,SPLR-074,8/16/2022,IATF 16949,10.2,Non-conformance,Minor,Internal audit scope does not cover all processes.,Yes,Revise and train staff on procedure adherence.,10/25/2022,11/16/2022,Closed
AUD-00175,SPLR-054,8/20/2023,IATF 16949,4.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Develop and follow a strict maintenance timetable.,10/4/2023,10/30/2023,Closed
AUD-00176,SPLR-071,12/8/2024,IATF 16949,4.3,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Expand audit scope and ensure full coverage.,2/8/2025,3/2/2025,Closed
AUD-00177,SPLR-046,8/20/2024,ISO 9001:2015,9.1,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,10/5/2024,9/26/2024,Closed
AUD-00178,SPLR-046,5/9/2023,ISO 9001:2015,10.1,Observation,Minor,Management review records lack evidence of action tracking.,Yes,Develop and follow a strict maintenance timetable.,6/16/2023,6/8/2023,Closed
AUD-00179,SPLR-005,8/9/2024,IATF 16949,10.3,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Implement formal non-conformance containment measures.,9/12/2024,10/1/2024,Closed
AUD-00180,SPLR-070,3/31/2022,ISO 9001:2015,4.1,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,6/1/2022,6/16/2022,Closed
AUD-00181,SPLR-035,3/16/2022,ISO 9001:2015,6.1,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,6/9/2022,6/20/2022,Closed
AUD-00182,SPLR-089,6/13/2024,IATF 16949,8.3,Observation,Major,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,7/24/2024,8/14/2024,Closed
AUD-00183,SPLR-024,11/29/2024,IATF 16949,4.3,Observation,Major,Traceability records incomplete for critical components.,Yes,Update calibration records and schedule preventive calibration.,1/25/2025,2/22/2025,Closed
AUD-00184,SPLR-092,7/30/2022,ISO 9001:2015,6.2,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Integrate risk assessment into supplier evaluation template.,9/26/2022,10/24/2022,Closed
AUD-00185,SPLR-036,6/28/2024,IATF 16949,8.3,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Develop and follow a strict maintenance timetable.,9/5/2024,9/22/2024,Closed
AUD-00186,SPLR-087,4/11/2024,IATF 16949,9.2,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,5/20/2024,6/17/2024,Closed
AUD-00187,SPLR-005,9/16/2022,ISO 9001:2015,5.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Develop and follow a strict maintenance timetable.,11/9/2022,12/5/2022,Closed
AUD-00188,SPLR-047,1/30/2024,IATF 16949,8.3,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Document action items and track their closure status.,3/8/2024,3/31/2024,Closed
AUD-00189,SPLR-050,7/25/2023,ISO 9001:2015,4.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,9/24/2023,10/17/2023,Closed
AUD-00190,SPLR-026,6/18/2023,IATF 16949,6.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,8/31/2023,9/21/2023,Closed
AUD-00191,SPLR-086,6/1/2022,IATF 16949,5.3,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,8/21/2022,8/31/2022,Closed
AUD-00192,SPLR-066,1/31/2025,IATF 16949,7.1,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Implement formal non-conformance containment measures.,4/21/2025,5/4/2025,Closed
AUD-00193,SPLR-074,2/16/2023,ISO 9001:2015,5.2,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Revise and train staff on procedure adherence.,4/10/2023,5/5/2023,Closed
AUD-00194,SPLR-092,2/3/2025,ISO 9001:2015,8.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Update calibration records and schedule preventive calibration.,3/24/2025,4/8/2025,Closed
AUD-00195,SPLR-088,4/18/2024,ISO 9001:2015,5.1,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Update calibration records and schedule preventive calibration.,6/15/2024,7/4/2024,Closed
AUD-00196,SPLR-016,2/3/2025,ISO 9001:2015,10.1,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Enhance traceability documentation for all lot numbers.,4/6/2025,3/30/2025,Closed
AUD-00197,SPLR-037,12/4/2022,ISO 9001:2015,6.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Develop and follow a strict maintenance timetable.,3/4/2023,3/27/2023,Closed
AUD-00198,SPLR-065,2/7/2023,IATF 16949,5.2,Non-conformance,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Document action items and track their closure status.,4/12/2023,4/7/2023,Closed
AUD-00199,SPLR-083,12/17/2022,IATF 16949,10.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Revise and train staff on procedure adherence.,1/21/2023,1/13/2023,Closed
AUD-00200,SPLR-070,3/17/2025,IATF 16949,10.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Define and communicate complaint handling procedure.,6/11/2025,7/11/2025,Open
AUD-00201,SPLR-089,9/16/2024,ISO 9001:2015,10.1,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Integrate risk assessment into supplier evaluation template.,11/14/2024,11/8/2024,Closed
AUD-00202,SPLR-019,6/19/2024,IATF 16949,9.1,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Conduct training sessions and maintain attendance logs.,8/9/2024,9/6/2024,Closed
AUD-00203,SPLR-041,12/9/2023,IATF 16949,5.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Expand audit scope and ensure full coverage.,2/12/2024,2/8/2024,Closed
AUD-00204,SPLR-038,9/8/2022,IATF 16949,8.3,Observation,Major,Inadequate training records for new operators.,Yes,Implement formal non-conformance containment measures.,10/14/2022,10/7/2022,Closed
AUD-00205,SPLR-025,5/24/2023,ISO 9001:2015,10.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Document action items and track their closure status.,8/8/2023,8/18/2023,Closed
AUD-00206,SPLR-051,11/20/2024,IATF 16949,9.1,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Define and communicate complaint handling procedure.,12/21/2024,12/16/2024,Closed
AUD-00207,SPLR-084,3/17/2023,IATF 16949,4.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Integrate risk assessment into supplier evaluation template.,5/17/2023,6/14/2023,Closed
AUD-00208,SPLR-094,1/4/2025,ISO 9001:2015,10.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Enhance traceability documentation for all lot numbers.,2/11/2025,2/17/2025,Closed
AUD-00209,SPLR-047,1/20/2024,ISO 9001:2015,7.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Document action items and track their closure status.,3/25/2024,3/27/2024,Closed
AUD-00210,SPLR-016,3/2/2024,IATF 16949,9.3,Non-conformance,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Document action items and track their closure status.,5/14/2024,6/12/2024,Closed
AUD-00211,SPLR-026,3/17/2024,IATF 16949,7.2,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Develop and follow a strict maintenance timetable.,6/3/2024,6/2/2024,Closed
AUD-00212,SPLR-020,4/3/2022,ISO 9001:2015,5.1,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Define and communicate complaint handling procedure.,6/5/2022,6/24/2022,Closed
AUD-00213,SPLR-065,10/15/2023,ISO 9001:2015,7.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,12/21/2023,1/1/2024,Closed
AUD-00214,SPLR-040,8/30/2024,ISO 9001:2015,6.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Update calibration records and schedule preventive calibration.,10/25/2024,11/21/2024,Closed
AUD-00215,SPLR-068,6/28/2023,ISO 9001:2015,9.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Document action items and track their closure status.,8/27/2023,8/27/2023,Closed
AUD-00216,SPLR-041,5/12/2023,ISO 9001:2015,8.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,6/12/2023,6/30/2023,Closed
