supplier_id,year_month,on_time_delivery_pct,promised_lead_time_days,actual_lead_time_days,schedule_deviation_days
SPLR-077,2024-05,90.25,30,30,0
SPLR-078,2024-05,87.61,30,32,2
SPLR-079,2024-05,90.76,30,31,1
SPLR-080,2024-05,93.38,30,28,-2
SPLR-081,2024-05,89.75,30,30,0
SPLR-082,2024-05,88.13,30,29,-1
SPLR-083,2024-05,90.99,30,29,-1
SPLR-084,2024-05,92.62,30,25,-5
SPLR-085,2024-05,92.25,30,31,1
SPLR-086,2024-05,88.86,30,27,-3
SPLR-087,2024-05,85.84,30,27,-3
SPLR-088,2024-05,92.09,30,29,-1
SPLR-089,2024-05,92.33,30,28,-2
SPLR-090,2024-05,91.41,30,27,-3
SPLR-091,2024-05,88.07,30,29,-1
SPLR-092,2024-05,88.67,30,25,-5
SPLR-093,2024-05,89.64,30,30,0
SPLR-094,2024-05,92.54,30,32,2
SPLR-095,2024-05,92.44,30,32,2
SPLR-096,2024-05,90.67,30,26,-4
SPLR-097,2024-05,90.3,30,31,1
SPLR-098,2024-05,92.91,30,32,2
SPLR-099,2024-05,92.48,30,26,-4
SPLR-100,2024-05,89.35,30,31,1
SPLR-001,2024-06,92.86,32,32,0
SPLR-002,2024-06,90.37,32,34,2
SPLR-003,2024-06,88.28,32,37,5
SPLR-004,2024-06,88.78,32,26,-6
SPLR-005,2024-06,90.56,32,37,5
SPLR-006,2024-06,91.71,32,34,2
SPLR-007,2024-06,90.62,32,32,0
SPLR-008,2024-06,87.45,32,25,-7
SPLR-009,2024-06,90.93,32,36,4
SPLR-010,2024-06,91.22,32,34,2
SPLR-011,2024-06,93.7,32,33,1
SPLR-012,2024-06,90.29,32,30,-2
SPLR-013,2024-06,94.58,32,34,2
SPLR-014,2024-06,88.65,32,28,-4
SPLR-015,2024-06,93.04,32,29,-3
SPLR-016,2024-06,94.24,32,24,-8
SPLR-017,2024-06,93.38,32,33,1
SPLR-018,2024-06,90.77,32,31,-1
SPLR-019,2024-06,94.32,32,34,2
SPLR-020,2024-06,88.73,32,27,-5
SPLR-021,2024-06,90.89,32,32,0
SPLR-022,2024-06,87.5,32,32,0
SPLR-023,2024-06,89.39,32,32,0
SPLR-024,2024-06,91.99,32,36,4
SPLR-025,2024-06,92.35,32,30,-2
SPLR-026,2024-06,91.27,32,32,0
SPLR-027,2024-06,87.87,32,33,1
SPLR-028,2024-06,94.25,32,32,0
SPLR-029,2024-06,87.35,32,32,0
SPLR-030,2024-06,88.11,32,35,3
SPLR-031,2024-06,91.59,32,31,-1
SPLR-032,2024-06,89.87,32,31,-1
SPLR-033,2024-06,90.55,32,30,-2
SPLR-034,2024-06,87.76,32,35,3
SPLR-035,2024-06,89.77,32,33,1
SPLR-036,2024-06,91.11,32,33,1
SPLR-037,2024-06,88.19,32,27,-5
SPLR-038,2024-06,89.36,32,33,1
SPLR-039,2024-06,89.08,32,31,-1
SPLR-040,2024-06,94.79,32,26,-6
SPLR-041,2024-06,89.03,32,38,6
SPLR-042,2024-06,90.45,32,30,-2
SPLR-043,2024-06,92.87,32,32,0
SPLR-044,2024-06,89.84,32,33,1
SPLR-045,2024-06,89.22,32,29,-3
SPLR-046,2024-06,90.31,32,29,-3
SPLR-047,2024-06,90.56,32,33,1
SPLR-048,2024-06,92.24,32,35,3
SPLR-049,2024-06,89.72,32,33,1
SPLR-050,2024-06,91.52,32,33,1
SPLR-051,2024-06,89.58,32,29,-3
SPLR-052,2024-06,91.54,32,27,-5
SPLR-053,2024-06,90.0,32,24,-8
SPLR-054,2024-06,87.86,32,29,-3
SPLR-055,2024-06,92.73,32,34,2
SPLR-056,2024-06,89.43,32,34,2
SPLR-057,2024-06,92.31,32,32,0
SPLR-058,2024-06,87.77,32,31,-1
SPLR-059,2024-06,90.34,32,28,-4
SPLR-060,2024-06,91.27,32,33,1
SPLR-061,2024-06,91.43,32,33,1
SPLR-062,2024-06,92.0,32,31,-1
SPLR-063,2024-06,90.94,32,31,-1
SPLR-064,2024-06,89.37,32,36,4
SPLR-065,2024-06,86.45,32,35,3
SPLR-066,2024-06,89.29,32,30,-2
SPLR-067,2024-06,91.06,32,28,-4
SPLR-068,2024-06,88.9,32,29,-3
SPLR-069,2024-06,90.09,32,30,-2
SPLR-070,2024-06,93.74,32,37,5
SPLR-071,2024-06,86.49,32,34,2
SPLR-072,2024-06,92.25,32,34,2
SPLR-073,2024-06,89.22,32,31,-1
SPLR-074,2024-06,89.04,32,31,-1
SPLR-075,2024-06,88.12,32,32,0
SPLR-076,2024-06,87.53,32,31,-1
SPLR-077,2024-06,88.04,32,33,1
SPLR-078,2024-06,89.18,32,33,1
SPLR-079,2024-06,92.7,32,37,5
SPLR-080,2024-06,85.48,32,29,-3
SPLR-081,2024-06,89.93,32,33,1
SPLR-082,2024-06,87.24,32,29,-3
SPLR-083,2024-06,90.8,32,32,0
SPLR-084,2024-06,91.29,32,33,1
SPLR-085,2024-06,91.21,32,33,1
SPLR-086,2024-06,90.65,32,34,2
SPLR-087,2024-06,86.06,32,37,5
SPLR-088,2024-06,86.13,32,29,-3
SPLR-089,2024-06,90.08,32,34,2
SPLR-090,2024-06,84.55,32,32,0
SPLR-091,2024-06,92.12,32,35,3
SPLR-092,2024-06,89.14,32,31,-1
SPLR-093,2024-06,89.3,32,31,-1
SPLR-094,2024-06,88.47,32,29,-3
SPLR-095,2024-06,91.4,32,32,0
SPLR-096,2024-06,91.52,32,33,1
SPLR-097,2024-06,91.94,32,35,3
SPLR-098,2024-06,87.05,32,29,-3
SPLR-099,2024-06,90.07,32,32,0
SPLR-100,2024-06,89.2,32,35,3
SPLR-001,2024-07,95.96,34,34,0
SPLR-002,2024-07,92.17,34,36,2
SPLR-003,2024-07,88.27,34,34,0
SPLR-004,2024-07,93.96,34,32,-2
SPLR-005,2024-07,89.55,34,33,-1
SPLR-006,2024-07,91.88,34,31,-3
SPLR-007,2024-07,96.19,34,32,-2
SPLR-008,2024-07,89.69,34,34,0
SPLR-009,2024-07,93.82,34,34,0
SPLR-010,2024-07,92.97,34,31,-3
SPLR-011,2024-07,94.98,34,36,2
SPLR-012,2024-07,94.1,34,35,1
SPLR-013,2024-07,93.65,34,31,-3
SPLR-014,2024-07,91.02,34,38,4
SPLR-015,2024-07,95.12,34,30,-4
SPLR-016,2024-07,92.5,34,33,-1
SPLR-017,2024-07,90.61,34,35,1
SPLR-018,2024-07,94.28,34,35,1
SPLR-019,2024-07,91.36,34,35,1
SPLR-020,2024-07,91.28,34,35,1
SPLR-021,2024-07,94.79,34,28,-6
SPLR-022,2024-07,93.59,34,29,-5
SPLR-023,2024-07,94.46,34,32,-2
SPLR-024,2024-07,89.56,34,36,2
SPLR-025,2024-07,92.73,34,31,-3
SPLR-026,2024-07,89.49,34,33,-1
SPLR-027,2024-07,89.59,34,31,-3
SPLR-028,2024-07,92.23,34,31,-3
SPLR-029,2024-07,92.85,34,38,4
SPLR-030,2024-07,91.7,34,34,0
SPLR-031,2024-07,96.04,34,30,-4
SPLR-032,2024-07,94.38,34,37,3
SPLR-033,2024-07,93.71,34,38,4
SPLR-034,2024-07,92.56,34,32,-2
SPLR-035,2024-07,94.19,34,37,3
SPLR-036,2024-07,94.21,34,34,0
SPLR-037,2024-07,90.57,34,34,0
SPLR-038,2024-07,93.88,34,37,3
SPLR-039,2024-07,91.14,34,35,1
SPLR-040,2024-07,89.38,34,37,3
SPLR-041,2024-07,90.43,34,36,2
SPLR-042,2024-07,89.7,34,37,3
SPLR-043,2024-07,92.64,34,31,-3
SPLR-044,2024-07,93.38,34,32,-2
SPLR-045,2024-07,93.5,34,33,-1
SPLR-046,2024-07,88.56,34,31,-3
SPLR-047,2024-07,91.14,34,38,4
SPLR-048,2024-07,93.8,34,39,5
SPLR-049,2024-07,95.31,34,32,-2
SPLR-050,2024-07,91.62,34,33,-1
SPLR-051,2024-07,90.66,34,28,-6
SPLR-052,2024-07,91.97,34,30,-4
SPLR-053,2024-07,91.93,34,40,6
SPLR-054,2024-07,90.98,34,34,0
SPLR-055,2024-07,93.81,34,35,1
SPLR-056,2024-07,92.58,34,33,-1
SPLR-057,2024-07,91.54,34,31,-3
SPLR-058,2024-07,93.69,34,29,-5
SPLR-059,2024-07,93.94,34,30,-4
SPLR-060,2024-07,93.93,34,33,-1
SPLR-061,2024-07,89.54,34,36,2
SPLR-062,2024-07,93.86,34,33,-1
SPLR-063,2024-07,93.44,34,27,-7
SPLR-064,2024-07,89.36,34,38,4
SPLR-065,2024-07,91.55,34,28,-6
SPLR-066,2024-07,90.6,34,31,-3
SPLR-067,2024-07,91.67,34,33,-1
SPLR-068,2024-07,92.36,34,34,0
SPLR-069,2024-07,94.72,34,35,1
SPLR-070,2024-07,92.92,34,37,3
SPLR-071,2024-07,91.22,34,30,-4
SPLR-072,2024-07,94.41,34,34,0
SPLR-073,2024-07,92.28,34,32,-2
SPLR-074,2024-07,90.77,34,36,2
SPLR-075,2024-07,93.97,34,36,2
SPLR-076,2024-07,93.59,34,36,2
SPLR-077,2024-07,92.26,34,33,-1
SPLR-078,2024-07,94.42,34,33,-1
SPLR-079,2024-07,92.74,34,31,-3
SPLR-080,2024-07,90.68,34,33,-1
SPLR-081,2024-07,90.39,34,36,2
SPLR-082,2024-07,89.3,34,34,0
SPLR-083,2024-07,92.27,34,28,-6
SPLR-084,2024-07,91.12,34,35,1
SPLR-085,2024-07,92.86,34,33,-1
SPLR-086,2024-07,93.35,34,34,0
SPLR-087,2024-07,92.03,34,35,1
SPLR-088,2024-07,93.85,34,32,-2
SPLR-089,2024-07,91.03,34,32,-2
SPLR-090,2024-07,91.34,34,38,4
SPLR-091,2024-07,93.15,34,30,-4
SPLR-092,2024-07,90.8,34,35,1
SPLR-093,2024-07,90.19,34,32,-2
SPLR-094,2024-07,94.69,34,32,-2
SPLR-095,2024-07,93.91,34,38,4
SPLR-096,2024-07,90.53,34,31,-3
SPLR-097,2024-07,91.45,34,31,-3
SPLR-098,2024-07,92.24,34,33,-1
SPLR-099,2024-07,92.72,34,38,4
SPLR-100,2024-07,93.63,34,35,1
SPLR-001,2024-08,90.07,35,36,1
SPLR-002,2024-08,97.45,35,25,-10
SPLR-003,2024-08,95.38,35,34,-1
SPLR-004,2024-08,92.3,35,37,2
SPLR-005,2024-08,97.42,35,37,2
SPLR-006,2024-08,93.26,35,32,-3
SPLR-007,2024-08,94.29,35,37,2
SPLR-008,2024-08,93.23,35,34,-1
SPLR-009,2024-08,99.64,35,38,3
SPLR-010,2024-08,96.3,35,30,-5
SPLR-011,2024-08,92.59,35,35,0
SPLR-012,2024-08,92.0,35,39,4
SPLR-013,2024-08,96.82,35,33,-2
SPLR-014,2024-08,97.57,35,34,-1
SPLR-015,2024-08,99.18,35,35,0
SPLR-016,2024-08,95.15,35,39,4
SPLR-017,2024-08,96.56,35,36,1
SPLR-018,2024-08,93.72,35,36,1
SPLR-019,2024-08,92.37,35,35,0
SPLR-020,2024-08,91.78,35,29,-6
SPLR-021,2024-08,94.1,35,38,3
SPLR-022,2024-08,95.85,35,34,-1
SPLR-023,2024-08,97.49,35,33,-2
SPLR-024,2024-08,90.16,35,28,-7
SPLR-025,2024-08,91.64,35,37,2
SPLR-026,2024-08,92.73,35,36,1
SPLR-027,2024-08,97.29,35,31,-4
SPLR-028,2024-08,94.96,35,36,1
SPLR-029,2024-08,92.28,35,39,4
SPLR-030,2024-08,93.42,35,33,-2
SPLR-031,2024-08,98.22,35,36,1
SPLR-032,2024-08,95.85,35,39,4
SPLR-033,2024-08,92.7,35,38,3
SPLR-034,2024-08,93.0,35,33,-2
SPLR-035,2024-08,93.46,35,33,-2
SPLR-036,2024-08,95.64,35,35,0
SPLR-037,2024-08,93.02,35,37,2
SPLR-038,2024-08,93.45,35,34,-1
SPLR-039,2024-08,94.1,35,36,1
SPLR-040,2024-08,94.78,35,33,-2
SPLR-041,2024-08,95.69,35,34,-1
SPLR-042,2024-08,92.69,35,30,-5
SPLR-043,2024-08,95.97,35,35,0
SPLR-044,2024-08,94.42,35,38,3
SPLR-045,2024-08,93.05,35,30,-5
SPLR-046,2024-08,94.14,35,35,0
SPLR-047,2024-08,93.47,35,39,4
SPLR-048,2024-08,89.03,35,38,3
SPLR-049,2024-08,95.58,35,36,1
SPLR-050,2024-08,87.33,35,38,3
SPLR-051,2024-08,91.95,35,33,-2
SPLR-052,2024-08,93.66,35,36,1
SPLR-053,2024-08,95.28,35,37,2
SPLR-054,2024-08,95.63,35,35,0
SPLR-055,2024-08,94.83,35,31,-4
SPLR-056,2024-08,92.5,35,37,2
SPLR-057,2024-08,95.67,35,37,2
SPLR-058,2024-08,92.97,35,37,2
SPLR-059,2024-08,91.68,35,38,3
SPLR-060,2024-08,93.48,35,40,5
SPLR-061,2024-08,90.96,35,40,5
SPLR-062,2024-08,93.28,35,33,-2
SPLR-063,2024-08,94.39,35,32,-3
SPLR-064,2024-08,93.86,35,32,-3
SPLR-065,2024-08,92.6,35,36,1
SPLR-066,2024-08,92.2,35,32,-3
SPLR-067,2024-08,91.25,35,33,-2
SPLR-068,2024-08,96.62,35,32,-3
SPLR-069,2024-08,92.54,35,35,0
SPLR-070,2024-08,93.26,35,41,6
SPLR-071,2024-08,93.67,35,36,1
SPLR-072,2024-08,95.89,35,37,2
SPLR-073,2024-08,94.47,35,34,-1
SPLR-074,2024-08,98.05,35,34,-1
SPLR-075,2024-08,93.12,35,33,-2
SPLR-076,2024-08,90.55,35,37,2
SPLR-077,2024-08,89.3,35,34,-1
SPLR-078,2024-08,93.59,35,41,6
SPLR-079,2024-08,90.34,35,32,-3
SPLR-080,2024-08,93.73,35,34,-1
SPLR-081,2024-08,92.9,35,34,-1
SPLR-082,2024-08,91.48,35,36,1
SPLR-083,2024-08,89.36,35,34,-1
SPLR-084,2024-08,92.8,35,38,3
SPLR-085,2024-08,97.51,35,34,-1
SPLR-086,2024-08,96.78,35,34,-1
SPLR-087,2024-08,92.07,35,40,5
SPLR-088,2024-08,95.04,35,35,0
SPLR-089,2024-08,95.37,35,35,0
SPLR-090,2024-08,93.86,35,31,-4
SPLR-091,2024-08,93.46,35,36,1
SPLR-092,2024-08,93.75,35,37,2
SPLR-093,2024-08,94.77,35,32,-3
SPLR-094,2024-08,91.36,35,34,-1
SPLR-095,2024-08,92.95,35,36,1
SPLR-096,2024-08,92.56,35,33,-2
SPLR-097,2024-08,96.11,35,35,0
SPLR-098,2024-08,92.59,35,35,0
SPLR-099,2024-08,96.76,35,35,0
SPLR-100,2024-08,95.19,35,32,-3
SPLR-001,2024-09,98.05,34,41,7
SPLR-002,2024-09,94.42,34,30,-4
SPLR-003,2024-09,96.35,34,36,2
SPLR-004,2024-09,95.82,34,31,-3
SPLR-005,2024-09,95.78,34,36,2
SPLR-006,2024-09,95.19,34,36,2
SPLR-007,2024-09,98.33,34,35,1
SPLR-008,2024-09,95.94,34,36,2
SPLR-009,2024-09,94.29,34,31,-3
SPLR-010,2024-09,95.47,34,32,-2
SPLR-011,2024-09,94.39,34,39,5
SPLR-012,2024-09,100.0,34,33,-1
SPLR-013,2024-09,96.18,34,33,-1
SPLR-014,2024-09,98.21,34,38,4
SPLR-015,2024-09,92.45,34,35,1
SPLR-016,2024-09,93.39,34,39,5
SPLR-017,2024-09,96.88,34,31,-3
SPLR-018,2024-09,95.52,34,33,-1
SPLR-019,2024-09,97.05,34,37,3
SPLR-020,2024-09,93.7,34,39,5
SPLR-021,2024-09,99.21,34,31,-3
SPLR-022,2024-09,96.15,34,39,5
SPLR-023,2024-09,98.47,34,33,-1
SPLR-024,2024-09,97.63,34,43,9
SPLR-025,2024-09,96.21,34,32,-2
SPLR-026,2024-09,96.34,34,35,1
SPLR-027,2024-09,94.95,34,35,1
SPLR-028,2024-09,93.49,34,32,-2
SPLR-029,2024-09,97.52,34,29,-5
SPLR-030,2024-09,97.81,34,28,-6
SPLR-031,2024-09,92.54,34,32,-2
SPLR-032,2024-09,96.57,34,38,4
SPLR-033,2024-09,96.12,34,33,-1
SPLR-034,2024-09,97.16,34,31,-3
SPLR-035,2024-09,96.28,34,30,-4
SPLR-036,2024-09,96.17,34,33,-1
SPLR-037,2024-09,94.39,34,34,0
SPLR-038,2024-09,96.32,34,37,3
SPLR-039,2024-09,92.79,34,34,0
SPLR-040,2024-09,94.48,34,36,2
SPLR-041,2024-09,97.51,34,35,1
SPLR-042,2024-09,94.59,34,36,2
SPLR-043,2024-09,92.94,34,29,-5
SPLR-044,2024-09,93.45,34,34,0
SPLR-045,2024-09,97.35,34,25,-9
SPLR-046,2024-09,98.65,34,34,0
SPLR-047,2024-09,92.86,34,34,0
SPLR-048,2024-09,98.19,34,36,2
SPLR-049,2024-09,98.2,34,30,-4
SPLR-050,2024-09,95.17,34,31,-3
SPLR-051,2024-09,99.44,34,36,2
SPLR-052,2024-09,100.0,34,32,-2
SPLR-053,2024-09,94.55,34,33,-1
SPLR-054,2024-09,98.76,34,33,-1
SPLR-055,2024-09,96.25,34,34,0
SPLR-056,2024-09,96.08,34,32,-2
SPLR-057,2024-09,95.73,34,33,-1
SPLR-058,2024-09,95.98,34,37,3
SPLR-059,2024-09,99.52,34,31,-3
SPLR-060,2024-09,95.22,34,31,-3
SPLR-061,2024-09,96.37,34,32,-2
SPLR-062,2024-09,96.48,34,37,3
SPLR-063,2024-09,90.95,34,35,1
SPLR-064,2024-09,95.08,34,35,1
SPLR-065,2024-09,94.21,34,37,3
SPLR-066,2024-09,97.83,34,36,2
SPLR-067,2024-09,97.59,34,32,-2
SPLR-068,2024-09,94.76,34,36,2
SPLR-069,2024-09,94.46,34,38,4
SPLR-070,2024-09,95.35,34,35,1
SPLR-071,2024-09,100.0,34,32,-2
SPLR-072,2024-09,96.14,34,37,3
SPLR-073,2024-09,97.9,34,33,-1
SPLR-074,2024-09,94.97,34,33,-1
SPLR-075,2024-09,98.9,34,33,-1
SPLR-076,2024-09,96.16,34,33,-1
SPLR-077,2024-09,97.41,34,34,0
SPLR-078,2024-09,93.99,34,31,-3
SPLR-079,2024-09,92.0,34,31,-3
SPLR-080,2024-09,97.59,34,38,4
SPLR-081,2024-09,97.37,34,35,1
SPLR-082,2024-09,95.75,34,36,2
SPLR-083,2024-09,96.57,34,39,5
SPLR-084,2024-09,95.8,34,38,4
SPLR-085,2024-09,97.75,34,36,2
SPLR-086,2024-09,91.98,34,37,3
SPLR-087,2024-09,95.74,34,32,-2
SPLR-088,2024-09,93.03,34,34,0
SPLR-089,2024-09,96.07,34,30,-4
SPLR-090,2024-09,93.05,34,35,1
SPLR-091,2024-09,97.74,34,34,0
SPLR-092,2024-09,98.3,34,34,0
SPLR-093,2024-09,95.89,34,31,-3
SPLR-094,2024-09,92.88,34,39,5
SPLR-095,2024-09,98.26,34,30,-4
SPLR-096,2024-09,96.31,34,34,0
SPLR-097,2024-09,95.45,34,33,-1
SPLR-098,2024-09,96.76,34,36,2
SPLR-099,2024-09,96.8,34,33,-1
SPLR-100,2024-09,95.69,34,37,3
SPLR-001,2024-10,98.39,32,32,0
SPLR-002,2024-10,97.39,32,33,1
SPLR-003,2024-10,96.53,32,34,2
SPLR-004,2024-10,95.31,32,31,-1
SPLR-005,2024-10,98.69,32,29,-3
SPLR-006,2024-10,94.32,32,32,0
SPLR-007,2024-10,94.07,32,28,-4
SPLR-008,2024-10,98.98,32,31,-1
SPLR-009,2024-10,100.0,32,28,-4
SPLR-010,2024-10,97.28,32,33,1
SPLR-011,2024-10,95.12,32,35,3
SPLR-012,2024-10,98.49,32,27,-5
SPLR-013,2024-10,97.39,32,33,1
SPLR-014,2024-10,96.28,32,28,-4
SPLR-015,2024-10,98.02,32,39,7
SPLR-016,2024-10,96.69,32,37,5
SPLR-017,2024-10,95.96,32,33,1
SPLR-018,2024-10,99.01,32,32,0
SPLR-019,2024-10,96.87,32,34,2
SPLR-020,2024-10,100.0,32,33,1
SPLR-021,2024-10,96.43,32,31,-1
SPLR-022,2024-10,100.0,32,32,0
SPLR-023,2024-10,96.28,32,29,-3
SPLR-024,2024-10,93.81,32,33,1
SPLR-025,2024-10,98.77,32,31,-1
SPLR-026,2024-10,97.43,32,28,-4
SPLR-027,2024-10,97.73,32,33,1
SPLR-028,2024-10,96.39,32,37,5
SPLR-029,2024-10,95.79,32,33,1
SPLR-030,2024-10,99.16,32,32,0
SPLR-031,2024-10,97.09,32,28,-4
SPLR-032,2024-10,100.0,32,31,-1
SPLR-033,2024-10,98.54,32,34,2
SPLR-034,2024-10,96.21,32,31,-1
SPLR-035,2024-10,100.0,32,29,-3
SPLR-036,2024-10,100.0,32,30,-2
SPLR-037,2024-10,95.11,32,32,0
SPLR-038,2024-10,100.0,32,26,-6
SPLR-039,2024-10,97.18,32,33,1
SPLR-040,2024-10,97.53,32,33,1
SPLR-041,2024-10,96.03,32,30,-2
SPLR-042,2024-10,97.17,32,29,-3
SPLR-043,2024-10,97.37,32,31,-1
SPLR-044,2024-10,96.52,32,33,1
SPLR-045,2024-10,93.82,32,31,-1
SPLR-046,2024-10,100.0,32,29,-3
SPLR-047,2024-10,100.0,32,32,0
SPLR-048,2024-10,96.26,32,28,-4
SPLR-049,2024-10,97.74,32,36,4
SPLR-050,2024-10,96.69,32,32,0
SPLR-051,2024-10,99.48,32,33,1
SPLR-052,2024-10,94.32,32,32,0
SPLR-053,2024-10,100.0,32,32,0
SPLR-054,2024-10,91.98,32,33,1
SPLR-055,2024-10,97.07,32,27,-5
SPLR-056,2024-10,94.11,32,35,3
SPLR-057,2024-10,96.0,32,29,-3
SPLR-058,2024-10,97.39,32,30,-2
SPLR-059,2024-10,97.66,32,31,-1
SPLR-060,2024-10,95.06,32,30,-2
SPLR-061,2024-10,98.35,32,32,0
SPLR-062,2024-10,97.3,32,38,6
SPLR-063,2024-10,98.93,32,35,3
SPLR-064,2024-10,97.13,32,33,1
SPLR-065,2024-10,96.6,32,34,2
SPLR-066,2024-10,97.24,32,33,1
SPLR-067,2024-10,97.79,32,32,0
SPLR-068,2024-10,100.0,32,30,-2
SPLR-069,2024-10,96.11,32,34,2
SPLR-070,2024-10,96.27,32,31,-1
SPLR-071,2024-10,95.29,32,33,1
SPLR-072,2024-10,98.47,32,31,-1
SPLR-073,2024-10,98.89,32,26,-6
SPLR-074,2024-10,96.05,32,31,-1
SPLR-075,2024-10,95.12,32,27,-5
SPLR-076,2024-10,96.85,32,34,2
SPLR-077,2024-10,100.0,32,30,-2
SPLR-078,2024-10,98.93,32,34,2
SPLR-079,2024-10,99.9,32,31,-1
SPLR-080,2024-10,93.87,32,32,0
SPLR-081,2024-10,95.44,32,30,-2
SPLR-082,2024-10,96.86,32,31,-1
SPLR-083,2024-10,97.75,32,34,2
SPLR-084,2024-10,96.73,32,33,1
SPLR-085,2024-10,97.49,32,35,3
SPLR-086,2024-10,97.09,32,32,0
SPLR-087,2024-10,96.72,32,32,0
SPLR-088,2024-10,95.9,32,29,-3
SPLR-089,2024-10,99.02,32,29,-3
SPLR-090,2024-10,96.83,32,35,3
SPLR-091,2024-10,96.76,32,34,2
SPLR-092,2024-10,96.28,32,29,-3
SPLR-093,2024-10,94.27,32,36,4
SPLR-094,2024-10,95.19,32,34,2
SPLR-095,2024-10,95.46,32,36,4
SPLR-096,2024-10,100.0,32,27,-5
SPLR-097,2024-10,95.29,32,34,2
SPLR-098,2024-10,98.49,32,34,2
SPLR-099,2024-10,96.32,32,38,6
SPLR-100,2024-10,97.7,32,28,-4
SPLR-001,2024-11,97.49,30,26,-4
SPLR-002,2024-11,100.0,30,28,-2
SPLR-003,2024-11,98.98,30,28,-2
SPLR-004,2024-11,96.77,30,24,-6
SPLR-005,2024-11,99.2,30,33,3
SPLR-006,2024-11,96.17,30,25,-5
SPLR-007,2024-11,99.61,30,25,-5
SPLR-008,2024-11,100.0,30,27,-3
SPLR-009,2024-11,95.79,30,30,0
SPLR-010,2024-11,95.92,30,27,-3
SPLR-011,2024-11,98.71,30,22,-8
SPLR-012,2024-11,100.0,30,30,0
SPLR-013,2024-11,95.41,30,26,-4
SPLR-014,2024-11,99.98,30,31,1
SPLR-015,2024-11,100.0,30,27,-3
SPLR-016,2024-11,98.59,30,31,1
SPLR-017,2024-11,99.39,30,33,3
SPLR-018,2024-11,96.57,30,29,-1
SPLR-019,2024-11,96.78,30,29,-1
SPLR-020,2024-11,99.4,30,25,-5
SPLR-021,2024-11,100.0,30,26,-4
SPLR-022,2024-11,97.39,30,33,3
SPLR-023,2024-11,98.66,30,31,1
SPLR-024,2024-11,95.64,30,26,-4
SPLR-025,2024-11,99.88,30,28,-2
SPLR-026,2024-11,97.01,30,32,2
SPLR-027,2024-11,95.9,30,30,0
SPLR-028,2024-11,98.09,30,29,-1
SPLR-029,2024-11,96.96,30,28,-2
SPLR-030,2024-11,95.84,30,31,1
SPLR-031,2024-11,96.66,30,32,2
SPLR-032,2024-11,97.55,30,26,-4
SPLR-033,2024-11,97.52,30,28,-2
SPLR-034,2024-11,100.0,30,28,-2
SPLR-035,2024-11,97.45,30,34,4
SPLR-036,2024-11,99.02,30,34,4
SPLR-037,2024-11,100.0,30,27,-3
SPLR-038,2024-11,99.98,30,34,4
SPLR-039,2024-11,100.0,30,32,2
SPLR-040,2024-11,99.94,30,29,-1
SPLR-041,2024-11,96.33,30,28,-2
SPLR-042,2024-11,94.67,30,34,4
SPLR-043,2024-11,97.43,30,33,3
SPLR-044,2024-11,95.54,30,33,3
SPLR-045,2024-11,97.01,30,26,-4
SPLR-046,2024-11,100.0,30,33,3
SPLR-047,2024-11,98.42,30,30,0
SPLR-048,2024-11,98.88,30,30,0
SPLR-049,2024-11,96.42,30,28,-2
SPLR-050,2024-11,100.0,30,38,8
SPLR-051,2024-11,100.0,30,31,1
SPLR-052,2024-11,97.32,30,27,-3
SPLR-053,2024-11,96.54,30,28,-2
SPLR-054,2024-11,100.0,30,35,5
SPLR-055,2024-11,99.49,30,27,-3
SPLR-056,2024-11,99.79,30,29,-1
SPLR-057,2024-11,93.69,30,30,0
SPLR-058,2024-11,96.32,30,27,-3
SPLR-059,2024-11,97.5,30,28,-2
SPLR-060,2024-11,97.93,30,29,-1
SPLR-061,2024-11,94.25,30,34,4
SPLR-062,2024-11,96.03,30,27,-3
SPLR-063,2024-11,97.34,30,29,-1
SPLR-064,2024-11,100.0,30,30,0
SPLR-065,2024-11,99.13,30,30,0
SPLR-066,2024-11,98.46,30,30,0
SPLR-067,2024-11,94.13,30,29,-1
SPLR-068,2024-11,100.0,30,41,11
SPLR-069,2024-11,95.59,30,31,1
SPLR-070,2024-11,96.86,30,36,6
SPLR-071,2024-11,95.29,30,31,1
SPLR-072,2024-11,95.19,30,29,-1
SPLR-073,2024-11,97.93,30,33,3
SPLR-074,2024-11,95.85,30,31,1
SPLR-075,2024-11,98.04,30,30,0
SPLR-076,2024-11,99.92,30,26,-4
SPLR-077,2024-11,99.62,30,28,-2
SPLR-078,2024-11,100.0,30,31,1
SPLR-079,2024-11,97.58,30,28,-2
SPLR-080,2024-11,99.65,30,33,3
SPLR-081,2024-11,96.93,30,26,-4
SPLR-082,2024-11,99.39,30,25,-5
SPLR-083,2024-11,95.39,30,26,-4
SPLR-084,2024-11,97.17,30,25,-5
SPLR-085,2024-11,94.12,30,26,-4
SPLR-086,2024-11,99.28,30,26,-4
SPLR-087,2024-11,97.32,30,35,5
SPLR-088,2024-11,97.9,30,31,1
SPLR-089,2024-11,96.11,30,36,6
SPLR-090,2024-11,96.92,30,29,-1
SPLR-091,2024-11,100.0,30,29,-1
SPLR-092,2024-11,98.1,30,29,-1
SPLR-093,2024-11,97.45,30,31,1
SPLR-094,2024-11,99.11,30,28,-2
SPLR-095,2024-11,96.47,30,28,-2
SPLR-096,2024-11,95.2,30,25,-5
